350	1603.601807
351	1605.775024
352	1607.990723
353	1610.250488
354	1612.556274
355	1614.909912
356	1617.313232
357	1619.768066
358	1622.276245
359	1624.839478
360	1627.459717
361	1630.138794
362	1632.878540
363	1635.680786
364	1638.547241
365	1641.479858
366	1644.480469
367	1647.550903
368	1650.692871
369	1653.908325
370	1657.198975
371	1660.566895
372	1664.013672
373	1667.541138
374	1671.151367
375	1674.845947
376	1678.626709
377	1682.495605
378	1686.454468
379	1690.505005
380	1694.649170
381	1698.888672
382	1703.225464
383	1707.661255
384	1712.197998
385	1716.837524
386	1721.581543
387	1726.431885
388	1731.390503
389	1736.459106
390	1741.639648
391	1746.933838
392	1752.343506
393	1757.870605
394	1763.516968
395	1769.284180
396	1775.174316
397	1781.189209
398	1787.330566
399	1793.600220
400	1800.000000
401	1806.530640
402	1813.188232
403	1819.967407
404	1826.863281
405	1833.870605
406	1840.984253
407	1848.199097
408	1855.510132
409	1862.911987
410	1870.399658
411	1877.968140
412	1885.612061
413	1893.326416
414	1901.106079
415	1908.945801
416	1916.840698
417	1924.785400
418	1932.774902
419	1940.803955
420	1948.867676
421	1956.960571
422	1965.077881
423	1973.214233
424	1981.364502
425	1989.523682
426	1997.686523
427	2005.848022
428	2014.002930
429	2022.146118
430	2030.272583
431	2038.377075
432	2046.454468
433	2054.499756
434	2062.507568
435	2070.472900
436	2078.390625
437	2086.255859
438	2094.062988
439	2101.807129
440	2109.483398
441	2117.086182
442	2124.610596
443	2132.051514
444	2139.403809
445	2146.662354
446	2153.822021
447	2160.877686
448	2167.823975
449	2174.656006
450	2181.368652
451	2187.956787
452	2194.415283
453	2200.738770
454	2206.922363
455	2212.960938
456	2218.849121
457	2224.582275
458	2230.154541
459	2235.561523
460	2240.797607
461	2245.857666
462	2250.737061
463	2255.429932
464	2259.931885
465	2264.237305
466	2268.341064
467	2272.238281
468	2275.923584
469	2279.392090
470	2282.638672
471	2285.657715
472	2288.444580
473	2290.994141
474	2293.301025
475	2295.360107
476	2297.166504
477	2298.714844
478	2300.000000
479	2301.018799
480	2301.774414
481	2302.272705
482	2302.518555
483	2302.517578
484	2302.274902
485	2301.795898
486	2301.085693
487	2300.150146
488	2298.993896
489	2297.622803
490	2296.041992
491	2294.256592
492	2292.272217
493	2290.093994
494	2287.727295
495	2285.177490
496	2282.449951
497	2279.549805
498	2276.482422
499	2273.253174
500	2269.867432
501	2266.330566
502	2262.647705
503	2258.824219
504	2254.865479
505	2250.776611
506	2246.563232
507	2242.230713
508	2237.783936
509	2233.228516
